Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
https://search.kemet.com/component-edge/download/datasheet/FC0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10939-1-ND,FC0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,412,0,"2.95000","0","1","Cut Tape (CT)","FC","Active","100mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10939-6-ND,FC0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,412,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","100mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16032-2-ND,FC0V224ZFTBR24,KEMET,CAP 220MF -20% +80% 3.5V SMD,0,0,"1.21940","0","1000","Tape & Reel (TR)","FC","Active","220mF","-20%, +80%","3.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16032-1-ND,FC0V224ZFTBR24,KEMET,CAP 220MF -20% +80% 3.5V SMD,49,0,"3.11000","0","1","Cut Tape (CT)","FC","Active","220mF","-20%, +80%","3.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16032-6-ND,FC0V224ZFTBR24,KEMET,CAP 220MF -20% +80% 3.5V SMD,49,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","220mF","-20%, +80%","3.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/specsheet/FCS0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-13094-2-ND,FCS0V224ZFTBR24,KEMET,CAP SUPER 0.22F 3.5 VDC SMD V-CH,0,0,"1.23340","0","1000","Tape & Reel (TR)","FC","Active","220mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/specsheet/FCS0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-13094-1-ND,FCS0V224ZFTBR24,KEMET,CAP SUPER 0.22F 3.5 VDC SMD V-CH,972,0,"3.14000","0","1","Cut Tape (CT)","FC","Active","220mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/specsheet/FCS0V224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-13094-6-ND,FCS0V224ZFTBR24,KEMET,CAP SUPER 0.22F 3.5 VDC SMD V-CH,972,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","220mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FCS0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-10940-2-ND,FCS0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,0,0,"1.25720","0","1000","Tape & Reel (TR)","FC","Active","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FCS0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-10940-1-ND,FCS0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,720,0,"3.20000","0","1","Cut Tape (CT)","FC","Active","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FCS0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-10940-6-ND,FCS0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,720,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDG0000/ABC0000C93.pdf,"//media.digikey.com/photos/Panasonic%20Photos/F%20SERIES%209.5H,13.0D.jpg",P17044-ND,EEC-F5R5H104N,Panasonic Electronic Components,CAP .1F 5.5V T/H,0,0,"3.27000","0","1","Bulk","F","Last Time Buy","100mF","-20%, +80%","5.5V","100 Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16031-2-ND,FC0V104ZFTBR24,KEMET,CAP 100MF -20% +80% 3.5V SMD,0,0,"1.19140","0","1000","Tape & Reel (TR)","FC","Active","100mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16031-1-ND,FC0V104ZFTBR24,KEMET,CAP 100MF -20% +80% 3.5V SMD,953,0,"3.33000","0","1","Cut Tape (CT)","FC","Active","100mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0V104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-16031-6-ND,FC0V104ZFTBR24,KEMET,CAP 100MF -20% +80% 3.5V SMD,953,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","100mF","-20%, +80%","3.5V","50 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABC0004+EECF5R5U474+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/NF%20SERIES%208.0H,21.5D.jpg",P6954-ND,EEC-F5R5U474,Panasonic Electronic Components,CAP 470MF -20% +80% 5.5V T/H,35,0,"3.77000","0","1","Bulk","NF","Last Time Buy","470mF","-20%, +80%","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.315"" (8.00mm)","-25°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDG0000/ABC0000C91.pdf,"//media.digikey.com/photos/Panasonic%20Photos/NF%20SERIES%208.0H,21.5D.jpg",P17043-ND,EEC-F5R5U155N,Panasonic Electronic Components,CAP 1.5F 5.5V T/H,86,0,"4.03000","0","1","Tray","NF","Last Time Buy","1.5F","-20%, +80%","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.315"" (8.00mm)","-25°C ~ 70°C"
http://www.cde.com/resources/catalogs/EDL.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLSGxxxH5R5C.jpg,338-3568-ND,EDLSG105H5R5C,Cornell Dubilier Electronics (CDE),CAP 1F 5.5V THROUGH HOLE,43,0,"4.03000","0","1","Bulk","SG","Last Time Buy","1F","-","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.787"" Dia (20.00mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
http://www.cde.com/resources/catalogs/EDLR.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLRF104A5R5C.JPG,338-3473-ND,EDLRF104A5R5C,Cornell Dubilier Electronics (CDE),CAP 100MF -20% +80% 5.5V T/H,74,0,"4.15000","0","1","Bulk","RF","Last Time Buy","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DZNe.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DZN-2R5D106T.jpg,604-1045-ND,DZN-2R5D106T,Elna America,CAP 10F -20% +80% 2.5V T/H,100,0,"9.79000","0","1","Bulk","DZN","Active","10F","-20%, +80%","2.5V","20 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.457"" (37.00mm)","-25°C ~ 70°C"
http://datasheets.avx.com/BestCap.pdf,//media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG,478-6272-ND,BZ023A284ZAB,AVX Corporation,CAP 280MF -20% +80% 3.6V T/H,93,0,"27.59000","0","1","Bulk","BestCap® BZ","Active","280mF","-20%, +80%","3.6V","45 mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.138"" (3.50mm)","-20°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Nesscap%20URL%20links/ESHSR-0650C0-002R7A5.pdf,//media.digikey.com/Photos/NessCap%20Photos/ESHSR-0650C0-002R7A5.JPG,589-1019-ND,ESHSR-0650C0-002R7A5,NessCap Co Ltd,CAP 650F 0% +20% 2.7V AXIAL CAN,8,0,"39.60000","0","1","Bulk","ESHSR","Obsolete","650F","0%, +20%","2.7V","0.6 mOhm","1500 Hrs @ 65°C","Weld Stud","Requires Holder","Axial, Can","-","2.370"" Dia (60.20mm)","2.264"" (57.50mm)","-40°C ~ 65°C"
http://datasheets.avx.com/BestCap.pdf,//media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG,478-6275-ND,BZ025A404ZAB,AVX Corporation,CAP 400MF -20% +80% 5.5V T/H,40,0,"45.32000","0","1","Bulk","BestCap® BZ","Active","400mF","-20%, +80%","5.5V","35 mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.264"" (6.70mm)","-20°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e_p230-231.pdf,//media.digikey.com/photos/Elna%20America%20Photos/DZ-2R5D307S57T.JPG,604-1091-ND,DZH-2R5D307S57T,Elna America,CAP 300F -20% +80% 2.5V T/H,34,0,"59.33000","0","1","Bulk","DZH","Active","300F","-20%, +80%","2.5V","80 mOhm","2000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10339-xl.pdf,//media.digikey.com/photos/Eaton%20Bussmann/XL60-2R7308W-R.JPG,283-4486-ND,XL60-2R7308W-R,Eaton,CAP SUPER 3000F 2.7V WELD,10,0,"73.60000","0","1","Bulk","PowerStor XL60","Active","3000F","0%, +20%","2.7V","0.23 mOhm","1500 Hrs @ 65°C","Weld Stud","Chassis Mount","Axial, Can","-","2.390"" Dia x 5.433"" L (60.70mm x 138.00mm)","-","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-2-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,0,0,"1.27200","0","500","Tape & Reel (TR)","FC","Active","220mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-1-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,0,0,"3.11000","0","1","Cut Tape (CT)","FC","Active","220mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-6-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","220mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg,283-2806-ND,KR-5R5C104-R,Eaton,CAP 100MF -20% +80% 5.5V T/H,0,0,"1.52000","0","1","Bulk","PowerStor KR","Active","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg,283-2812-ND,KR-5R5V104-R,Eaton,CAP 100MF -20% +80% 5.5V T/H,0,0,"1.71000","0","1","Bulk","PowerStor KR","Active","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.492"" (12.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg,283-2809-ND,KR-5R5C474-R,Eaton,CAP 470MF -20% +80% 5.5V T/H,0,0,"2.72000","0","1","Bulk","PowerStor KR","Active","470mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg,283-2810-ND,KR-5R5C105-R,Eaton,CAP 1F -20% +80% 5.5V T/H,0,0,"2.72000","0","1","Bulk","PowerStor KR","Active","1F","-20%, +80%","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.280"" (7.10mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg,283-2821-ND,KR-5R5H474-R,Eaton,CAP 470MF -20% +80% 5.5V T/H,2,0,"3.41000","0","1","Bulk","PowerStor KR","Active","470mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.197"" (5.00mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCM.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_SCM.jpg,478-10026-ND,SCMR18C105MRBA0,AVX Corporation,CAPACITOR 1F 20% 5V THRU HOLE,0,0,"3.88000","0","1","Bulk","SCM","Active","1F","±20%","5V","150 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.768"" (19.50mm)","-40°C ~ 65°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbj_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DBJ-5R5D105T.jpg,604-1166-ND,DBJ-5R5D105T,Elna America,CAP 1F -20% +80% 5.5V T/H,0,0,"3.98000","0","1","Bulk","DBJ","Active","1F","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.315"" (8.00mm)","-10°C ~ 85°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG,604-1161-2-ND,DVL-5R5D104T-R5,Elna America,CAP 100MF 5.5V SURFACE MOUNT,0,0,"5.02772","0","250","Tape & Reel (TR)","DVL","Active","100mF","-20%, +80%","5.5V","45 Ohm","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG,604-1161-1-ND,DVL-5R5D104T-R5,Elna America,CAP 100MF 5.5V SURFACE MOUNT,0,0,"8.97000","0","1","Cut Tape (CT)","DVL","Active","100mF","-20%, +80%","5.5V","45 Ohm","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG,604-1161-6-ND,DVL-5R5D104T-R5,Elna America,CAP 100MF 5.5V SURFACE MOUNT,0,0,"Digi-Reel","0","1","Digi-Reel®","DVL","Active","100mF","-20%, +80%","5.5V","45 Ohm","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
